,index,text,text_rating,rating
16,25,"Почему я решил посмотреть фильм «Крик во тьме». Фильм увидел в одной из тематических подборок. Мэрил Стрип, которая получила пальмовую ветвь Каннского кинофестиваля и номинировалась на Оскар за роль в этом фильме, интересный жанр, интригующий сюжет, хорошие отзывы кинокритиков – и фильм оказался в папке «Буду смотреть»

Сюжет. Практически весь сюжет можно узнать из синопсиса, а нам остается лишь наблюдать за его потрясающем воплощением на экране. Фильм рассказывает о трагической судьбе семьи из Австралии. После исчезновения маленькой дочери, СМИ и общественность выставляют виновными родителей, а в частности, мать малышки. В течение 2 часов мы будем переживать за героев, на плечи которых легли тяжелые испытания.

Сценарий. У фильма очень качественный сценарий. Создатели смогли создать нужную атмосферу, расставить акценты, полностью раскрыть персонажей. Какие-то недоработки связаны, скорее всего, с книгой-первоисточником и крайне запутанными событиями, на основе которых снят фильм. 

О чём фильм. Фильм поднимает очень важные вопросы. Он показывает вес мнения общественных масс, влияние, оказываемое прессой на народ. Фильм уличает людей в злости, рассказывает о людях, которые судят о том, чего не знают. Вместе с тем нам показывают и добрых людей, сильных людей, готовых сражаться за своё честно имя и с достоинством преодолевать встречающиеся на их пути трудности.

Актеры. Главные роли в фильме исполняют Мэрил Стрип, в чьем таланте невозможно усомниться, и Сэм Нил, который ничуть ей не уступает. Актерская игра одна из сильнейших сторон фильма. Она вызывает неподдельные эмоции у зрителя.

Атмосфера. Фильм обладает сильной атмосферой. Этому поспособствовали видение режиссера, талант актеров и то, что история на экране реальна.

Итог. Перед нами сильная картина в жанре судебной драмы. Создатели фильма и актеры сделали всё, что требовалось, чтобы получился качественное, интересное, профессионально снятое кино, и у них это получилось.

8 из 10",8 из 10,8
17,26,"Эта история произошла 17 августа 1980 года. Линди Чемберлен, ее муж Майкл, проповедник адвентистов седьмого дня, и трое их детей - Эйдан, Регана и малышка Азария, которой исполнилось едва 2 недели, поехали в отпуск к скале Айерс. Уложив спать Азарию, Линди вернулась к мужу, который делал барбекю. Услышав крик, донесшийся из палатки, Линди Чемберлен с ужасом обнаружила, что ребенок пропал, а из палатки выбежала собака динго, унося что-то в пасти.

Оперативные поиски ребенка не дали результатов, и наутро местная полиция констатировала факт смерти. Следствие по делу было закончено. Однако полицию не удовлетворили первоначальные выводы и спустя год следствие началось снова, в результате которого Линди Чемберлен была признана виновной в убийстве и получила пожизненное заключение, а ее муж Майкл в соучастии преступления, но получил условный срок. Однако через пару лет на месте трагедии были найдены новые улики, и семья Чемберленов была полностью реабилитирована.

События, произошедшие в ту роковую ночь у скалы Айерс, являются не выдумкой сценаристов, а основаны на реальных фактах, которые долго будоражили австралийскую общественность. Одни люди верили в то, что ребенка утащила динго, другие же начали инсинуировать и придумывать «свою правду».

По существу фильм можно разделить на две части – на историю той роковой носи и того, как пережили эти события чета Чемберлен и на часть с судебными заседаниями по слушанию дела. Не зря фильм вошел в 10-ку лучших судебных драм, по мнению Американского киноиститута.

Такие фильмы, как «Крик во тьме», в основном держатся на актерских работах, и если со стороны актеров будет чувствоваться фальшь, то фильм просто-напросто не вызовет у зрителя нужных впечатлений. Конечно же, удачей было пригласить на роль Линди Чемберлен неподражаемую Мэрил Стрип, актрису, для которой, кажется, нет ничего невозможного. К тому же за свою замечательно сыгранную роль Стрип получила свою 8-ю оскаровскую номинацию (это была единственная номинация для фильма). Поэтому расписывать то, как играет Стрип, абсолютно неуместно, т.к. те, кто видел хотя бы один фильм с ней, меня поймут. Но мне бы хотелось обратить внимание на замечательную игру прекрасного австралийского актера Сэма Нила. Актер не теряется на фоне Стрип, но и даже показывает огромный диапазон эмоций. Как раз этот актерский тандем отлично показывают то, через что пришлось пройти чете Чемберленов.

8 из 10",8 из 10,8
18,27,"Такие фильмы редко снимают в нашем новом столетии. Новые комедии либо богаты на пошлость, а если нет то, скорее всего речь пойдет о семье и детях. Эта комедия другого рода, и шутки присущие этой картине еще очень не скоро устареют!

Мне очень понравился фильм за свою непринужденность! И главное сюжет действительно интересный!

В общем, я посмеялась от души!

10 из 10",10 из 10,10
19,28,"Замечательный, прекрасный фильм. Не описать даже. Я смотрела, не отрываясь. Удивляясь, почему не видела раньше.

Какие чудесные актеры, и почему я так мало видела Альберта Брукса - теперь очень хочу найти как минимум два фильма 'Мать' и 'Муза'.

В одной короткой истории, фантастической и забавной - рассказано так много на самом деле, что за внешней юморной стороной не сразу поднимается вся глубина жизненной философии.

Представить себе, что после смерти нас ожидает настоящий Суд за дела нашей жизни - но не по грехам и добрым делам, а по достижениям моральным, по преодолению внутренних страхов, смелых поступках, общему гармоничному развитию личности. Кто из нас может быть уверен, что достойно пройдет через такое судебное заседание и будет допущен на более высший уровень развития Вселенной?

Я получила море удовольствия от этого фильма. И конечно, это заслуга не только хорошего сценария, но и прекрасной игры актеров - Мерил Стрип, Рип Торн, есть на кого посмотреть с улыбкой и даже восхищением.

Смело рекомендую для хорошего настроения.

8 из 10",8 из 10,8
20,29,"Историю, которую рассказывает и показывает нам замечательный кинематографист Сидни Поллак, невозможно не прочувствовать. 'Из Африки' - это не только невероятно красивая и бесконечно трогательная картина, снятая в жанре любовной мелодрамы, но еще и безумно увлекательный рассказ, в который погружаешься без остатка, при этом прибывая в полной гармонии. Не хочется переоценивать труд автора данного кинополотна, чье произведение может показаться излишне сентиментальным, чрезмерно поэтичным и довольно-таки медлительным. Но лично мне очень сложно отнести все вышеперечисленные примечания, к недостаткам фильма, ибо оные тут нисколько не отталкивают и совсем не мешают детищу Поллака оставаться весьма органичным и наполненным. И ленте подыгрывает абсолютно все - блистательные актерские роли в лице неподражаемой Мэрил Стрип и Роберта Рэдфорда, очаровывающие виды живописной Африки, изумительные композиции Джона Бэрри, Вольфганга Амадейя, Моцарта и Генри Кэри, а так же бесподобная история, наполненная приключениями, любовью и большим количеством невероятно тонких ощущений, укладывающихся на восприятие как-то по особенному прекрасно.

Просмотр данной картины сопоставим с прочтением очень тонкого и душевного любовного романа, не оставляющего к себе равнодушным и дарящего прекрасные чувства, а ее довольно-таки медитативное повествование, позволяет полностью отключиться от мирской суеты и достичь блаженного спокойствия. Зрелище, которое весьма возможно вы еще не лицезрели, способно очаровать не только слабую половину человечества, но и сильную, ведь то, как оно подано, может сразить наповал абсолютно каждого субъекта любящего слушать интересные истории, созерцать проникновенные пейзажи и поддаваться глубоким чувствам. Сразу же вспоминается одна незабываемая сцена в фильме, в которой романтичная Карен, по просьбе своих двух благородных гостей, рассказывает им придуманную историю, оставляя оных в полном блаженстве. Ей всего лишь нужно дать начало, остальное она расскажет сама. И не просто расскажет, а перенесет в свой мир, который благодаря ее тонкому воображению и прекрасным фантазиям, покажется вам самым искренним, трогательным и живым. Подана лента абсолютно так же - вроде бы обычный любовный роман, а сколько же в нем ярких, волнующих и настоящих чувств!..

Героиня Мэрил Стрип Карен Бликсен выходит замуж за брата своего любовника и переезжает в Африку для того, чтобы вместе с мужем открыть молочную ферму. Ей нужен титул баронессы, а ему, ее деньги. Приехав, Карен узнает, что супруг хочет превратить их уже общую ферму в кофейную плантацию, но новоиспеченную баронессу, как оказалось весьма сильную и упертую натуру, абсолютно не страшат тяготы столь сомнительной затеи, которая если и может принести прибыль, то совсем не скоро. Ее отношения с мужем тоже оставляют желать лучшего, ибо тот постоянно отсутствовал занимаясь собственными делами и возложил всю работу на ее хрупкие плечи. Лишь своевольный Дэнис, обожающий африканские просторы, классическую музыку и полеты в небе, смог стать для женщины тем, кем становятся самые близкие, родные и любимые люди. Мэрил Стрип великолепно вжилась в роль с одной стороны утонченной и романтичной, но с другой - весьма сильной духом и решительной натуры. Ее Карен может быть и бесконечно женственной, и грациозной, и ранимой, а так же, невероятно предприимчивой, деловой и статной. Сегодня она будет изящно танцевать с вами вальс, а завтра босиком, вместе с рабочими собирать кофейные зерна в мешки. Ночью она расскажет вам удивительные истории и очарует своими сверкающими словно хрусталь глазами, а утром будет обучать молодого рабочего готовке и убеждать старейшину одного африканского клана в том, что местным детям надо обязательно научиться читать. И знаете, она способна добиться практически всего. Более того, при этом вызвать к себе уважение абсолютно каждого человека, имеющего честь познакомиться с ней. Стрип не просто изобразила эту женщину, она буквально ее прожила, при этом наделяя Карен не только прописанным в сценарии характером, но и своими собственными чувствами и эмоциями. И очень жаль, что столь проникновенная игра удостоилась лишь номинации на 'Оскар'...

Роберт Рэдфорд тоже весьма убедительно сыграл своего романтичного и бесконечно жизнелюбивого Дэниса. Те эпизоды, в которых он знакомит Карен с потрясающими африканскими местами, слушает ее проникновенные рассказы, танцует с ней на фоне живописных пейзажей, дарит трогательные подарки и приглашает в первый для нее полет, открывающий ей всю красоту любимых земель с огромной высоты - получились самыми душевными, очаровательными и запоминающимися. А потрясающая операторская работа Дэвида Уоткина, кстати, удостоенная самой заветной кинематографической премии, позволяет в полной мере насладиться буквально каждым кадром, каждым ракурсом и каждым крупным планом - поистине великолепное исполнение! Визуальный ряд данного фильма и правда превосходен, но самое превосходное заключается в том, что Сидни Поллак сумел весьма тонко и гармонично перемешать в своей картине любовные переживания и драматические конфликты, с натуралистичным африканским бытием. Африка тут служит не просто колоритным фоном, в котором развивается романтичная история, - она тут играет абсолютно полноценную роль. Даря своим героям невероятно красивые пейзажи и позволяя наслаждаться всей своей красотой, она так же и напоминает им, что они на ее земле лишь гости. Жаркое солнце может привести к необратимому удару, голодные львы способны в любую секунду атаковать, а различные болезни так и поджидают на каждом углу... Но если однажды полюбишь Африку, то не разлюбишь ее никогда, ибо она поистине прекрасна!

P.S. Замечательная мелодрама, история которой способна задеть за живое и подарить невероятно волнующие и приятные ощущения. Более того, лента Сидни Поллака безумно красива и очаровательна. Во время просмотра картины наслаждаешься бесконечной вереницей живописных пейзажей, а по окончании, совсем не хочешь с ней прощаться, ибо как сказала главная героиня фильма Карен - 'Прощание – странное чувство. В нем есть некая зависть.'

9 из 10",9 из 10,9
21,31,"Очень уважаю Марка Уолберг, как актера. Много фильмов пересмотрел с ним. Попался как то в кинопоиске фильм «Рок-звезда». Не мог пропустить, ибо очень ценю тяжелую музыку, да и актеры собрались очень хорошие. 

В фильме я увидел историю восхождения обычного парня, подражающего  любимой группе. Честно говоря в какой-то степени сам таким являюсь. Игра Уолберга мне понравилась. Он хорошо и правдоподобно сыграл вокалиста хеви-металл группы, учитывая его прошлое реп-певца. Дженифер Энистон тоже приятно удивила. Это вам не в сериале сниматься. Олифант хоть и мало был в кадре, но приятно было посмотреть на длинноволосого «Сорок Седьмого». 

На мой взгляд, режиссер сумел показать обе стороны жизни рок-звезд. Фильм должен посмотреть каждый, кто собирается покорять рок-сцену, чтоб задуматься над вопросом: а нужно ли это? Особенно понравился конец фильма. Постриженный Марк мне очень сильно напомнил небезызвестного лидера группы «Нирвана» это улыбнуло. 

9 из 10 Достойный фильм с интересным и не стандартным сюжетом.",9 из 10,9
22,32,"Кто из нас хоть раз не подражал, своим кумирам или рок-идолам? Пожалуй, никто. Фильм повествует о жизни обычного парня (Марка Уолберга), занимающегося своей рутинной работой, но втайне, мечтающего о карьере рок-музыканта. Дни идут, и неожиданно ему подворачивается шанс воплотить свою мечту в реальность...

Фильм может провести довольно много параллелей с действительными реалиями в рок-вселенной. Здесь можно вспомнить не только историю Тима Риппера Оуэнса, но и всем не безызвестного Дэвида Ковердейла из Deep Purple/Whitesnake, который был обычным парнишкой, работавшим продавцом, и в одночасье, ставшим одним из величайших рок-вокалистов. Как большой поклонник тяжелой рок-музыки, в частности такой как Dokken (в фильме роль басиста Steel Dragon, играл басист Dokken - Jeff Pilson) и творчества Закка Уайлда, я не мог пропустить данный фильм.

Если с откровенностью сказать, то фильм меня зацепил, да не только зацепил, но и прочно укрепился на полке моих любимых кинолент.

9 из 10",9 из 10,9
23,33,"Режиссер 'Зубастиков' Стивен Херек, наверное, и не думал, что, снимая типичную комедию об эпохе рок-музыки 80-х с участием бывшего белого рэпера Марки Марка, в результате получит эталонный фильм в стиле хэви-металл. 

Фильм переполнен комическими ситуациями, поэтому будет интересен не только фанатам тяжелой музыки, но и обычному зрителю. История Криса 'Иззи' Коула, подражателя и фаната группы Steel Dragon, рассказана с любовью и уважением к тому времени больших шевелюр, накрашенных мужчин в кожаных штанах с непонятной ориентацией. 

Группы-однодневки исчезают, стили меняются, но, несмотря на это, группы Aerosmith и Bon Jovi до сих пор собирают полные стадионы.

Смог ли Марк Уолберг органично вжиться в образ рокера? Ответ - ДА! Тимоти Олифант и Джейсон Флеминг дополнили отличный актёрский ансамбль. Комичная Дженнифер Энистон тут к месту, ибо само её лицо ассоциируется с 80-ми. 

За 105 минут любимых песен, смеха и ностальгии ставлю заслуженные 

10 из 10",10 из 10,10
24,34,"Некогда один молодой телеведущий с музыкального канала поделился мудростью — если вы хотите что бы музыка  ваших кумиров продолжала вас радовать, не углубляйтесь слишком сильно в их жизнь, соблюдайте границу, тогда вы не разочаруетесь. Он эту границу нарушил, взял подробное интервью у одного из членов команды Depeche Mode и был печально удивлен и разочарован. Вот такие пироги.

Крис Коул, главный герой данного фильма, нереально фанатеет от группы Steel Dragon, знает все их песни  наизусть, все жесты участников команды и даже прокалывает себя сосок, потому что так сделал вокалист.

Когда его друзья и члены его собственной группы «последователей» SD говорят, что нужно играть и продвигать свои песни, он категорически против и настаивает на исполнении только  песен «великих» Steel Dragon. В итоге его увольняют из собственной группы.

Но видимо у вселенной были свои планы на талант Криса и по воле счастливого случая он попадает в любимую группу своих кумиров и начинает жить их жизнью.

Поначалу жизнь эта кажется раем, но чем больше наш герой погружается в мир бесконечных турне, концертов, вечеринок, наркотиков и оргий, тем больше он понимает, что это уже не его мир. Он осознает что застрял в этом вечном празднике и все дальше уходит от себя самого.

Марк Уолберг просто потрясающе справился с ролью и его персонажу веришь на все 100! 

Вторую главную роль (девушки Криса) в фильме играет звезда сериала «Друзья» Дженифер Энистон. Она как раз находилась тогда на пике славы и начала сниматься в полнометражных фильмах. Дженифер хороша, даже очень. Единственный нюанс — ее героиня  выглядит немного старше Криса, да и как то более мажорно... Если он неформал и рокер, то в ней сразу прослеживаются качества  и внешность бизнес-вумен. Это немного режет глаз.

Но в остальном она прекрасна и именно с ее помощью Крис понимает кто он, осознает свой внутренний мир, и начинает не бояться своего потенциала.

«Рок-звезда» хорошее кино, которое заставит вас  задуматься — а нужны ли вообще кумиры? Может стоит больше доверять своему внутреннему источнику и больше обращать внимания на людей вокруг?

Еще одна из идей фильма — трансформация сознания. Если вначале Крис искренне хочет жить жизнью рок-звезды, то потом он понимает, что у этого всего есть «темная сторона силы» и она берет своё. Да и люди которых он боготворил оказались на самом деле узколобыми и приземлёнными. В итоге наш герой делает  самый трудный выбор в жизни — выбирает путь к себе и своему развитию.

Не могу сказать что фильм глубоко философский, но впечатление оставляет хорошее и задуматься есть над чем. Плюс много эпизодов с драйвовой рок музыкой, да и актёры классные!

Рекомендую к просмотру.

8 из 10",8 из 10,8
25,35,"Фильм повествует о вокалисте из известной только в узких кругах рок-группы занимающихся перепевами мировых хитов и в большей степени песен группы «Steel Dragon». Его мечты и реальности, взлеты и падения, рассказанные под оглушающие ритмы рок-музыки.

  Поскольку фильм музыкальный начну, пожалуй, со звука. На слух все было идеально: и мощно и мелодично. Это относится как к концертным выступлениям, так и к обычному фону, что называется от концерта до концерта. После просмотра руки так и тянулись найти и скачать саундтрек, чтобы послушать все песни от и до. Поистине достойный получился альбом пусть и вымышленной группы, но вполне реальных музыкантов его создавших.

Уолберг сначала выглядел непривычно с длинными волосами и рокерским прикидом, но зато чрезвычайно круто. Вжился в роль превосходно. Показал на себе практически все звездные пороки. Энистон напротив выглядела привычно. Такая деловая женщина-менеджер: куда талант туда и она. Представляла собой ум и совесть главного героя. Да, кольца в ушах это ее фенька. 

Герой, несмотря на манящее безоблачное будущее, всё-таки выбрал свой путь. Пусть это получилось по-голливудски слащаво и предсказуемо, но зато позитивно и жизнеутверждающе. Вкусив все прелести звездной жизни, и столкнувшись с суровой реальностью шоу-бизнеса, сумел понять, что же нужно конкретно ему. 

4 из 10",4 из 10,4
26,36,"Look ahead as far as you can see
We'll live in drama but we'll die in a comedy

Шоу закончено, но не погасли софиты... или как там пелось у 'Круиза'?..

Необычный, выделяющийся среди общей массы ему подобных фильм 'Rock Star'. И по одной очень простой причине: морали. Той самой, ради которой и смотрят как правило фильмы. И отбирают 'просто зрелищные' от 'шедевральных'.

Во многих рок-фильмах (School of Rock, Tenacious D: The Pick of Destiny, Detroit Rock City) прослеживается одна и та же идея: свобода делать 'что хочу, где хочу и с кем хочу'. Во всех вышеперечисленных фильмах есть одна общая для них фраза: 'Рок-н-ролл жив и кто, как не мы, взорвем сегодня этот город?!'. Для нашей 'generation', тинейджеров, выросших на Helloween, Aerosmith и Uriah Heep (я нарочно привожу несколько стилей сразу), это в свое время был чуть ли не смысл жизни. Пока мы не повзрослели и не нашли свой собственный смысл, а не 'идя по течению со всеми'.

Да, конечно, такие фильмы очень хороши. Это - ностальгия по временам 'Бунта против всех'. Это пропаганда свободы. Тем не менее, когда посмотришь несколько фильмов в таком ключе, они уже не 'цепляют' так, как первый... Уже нет того взрыва эмоций ('Вот это по-нашему!')... Мы смотрим их уже просто как хорошие, рок-н-ролльные комедии, не особенно задумываясь над сюжетом и моралью ибо она и так уже ясна и затерта до дыр.

Но довольно о предисловии.

Перед вами - фильм, который совершенно не похож на вышеперечисленные.

'Как же так', - спросят некоторые, - 'он же о рок-н-ролле!'.

Всё так, но мораль здесь вовсе не о том, как люди обдолбались 'отборной травы от Боба Марли' (Tenacious D), 'обворожили всех телок поблизости' (Detroit Rock City) и 'показали этим лузерам, что мы хотим делать' (School of Rock). Мораль о том: а правильно ли мы всё делаем?.. Тот ли перед нами выбор, который является верным или мы пошли по ложному пути?

Простой парнишка, который мечтал не просто быть похожим на известного вокалиста, но быть им. Ничего не напоминает?.. Да-да... вспомните, как мы подводили глаза, чтобы быть похожими на Даффа Мак Кагана или, впервые взяв в руки гитару, вертелись с ней перед зеркалом, говоря себе: 'Я - Блэкмур!'. Это вполне простительно и понятно, ничего постыдного тут нет. Но когда-то это заканчивается и мы находим себя, свою личность. А вот кто-то слишком поздно понимает, что за желаниями быть кем-то он теряет сам себя. И этот человек, это уникальное 'я' перестает существовать.

Крису повезло. Скажем так, ему офигительно повезло. Мало того, что он, разругавшись в пух и прах со своей группой, вдруг попадает 'погостить' к самим Стальным Драконам, своим кумирам, так ему еще и предлагают место вокалиста в ней! Вот она, мечта, которая вдруг стала явью! Он не просто 'подражатель' - он теперь сам Стальной Дракон.

Но что-то не так. Да, сначала (как и всегда) всё зашибись и круто. Но вот первый казус - Крис (новообретенный Иззи) падает с декораций прямо на сцене.

Я не побоюсь сказать, но это самый мощный момент во всём фильме - не считая того, что сам фильм мощен и силён. Замедленная съемка, падающее тело... словно сам старина Рок-н-ролл показывает Крису, что тот что-то делает не так. Я не верю в знамения, конечно, но выглядит эффектно. Ничего не бывает просто так - как и падение Криса. Причем падение во всех смыслах этого слова. Упал Крис - поднялся Иззи. Глубокомысленная сцена, в которой важно увидеть намек. Намек, являющий собой мораль всего фильма.

И вот в определенный момент Крис понимает, что он что-то делает не так. Вернее, всё замечательно: девочки виснут на нем гроздьями, пьянки не заканчиваются, фанаты готовы задавить массой, 'бабла дофига' и так далее. Но рядом уже нет той единственной и неповторимой, что была с ним всё это время. За чередой пьянок и концертов он уже не помнит даже, кто он, где и зачем. 

И все те, от кого он отказался в своё время, потому что считал 'Они всё делают не так и зачем петь свои песни, если всё давно написано другими?', оказываются вдруг непозволительно правыми. Правы лучшие друзья, его бывшая группа, говорящие: 'Иззи?! Бред. Я не буду называть Криса так'. Потому что видят его таким, какой он есть. Права была любимая женщина, которая задала ему вполне верный вопрос: 'Кто ты?..'.

Последней каплей становится то, что ему не позволяют играть свои песни. 'Это не то, что нужно фанатам. Ты не пишешь песни. Ты их ТОЛЬКО поешь'. И вот тут вспоминается группа, в которой он не хотел петь именно потому, что они желали играть свои произведения.

Что же не так, парень? Ты ведь получил то, что хотел? Быть Стальным Драконом и петь, не задумываясь о том, что это - не тобою написанное и не идущее из твоей души? Не задумываясь о том, что ты - всего-навсего слуга шоу-бизнеса, которому от тебя нужны твое тело, твой голос и рука, которая готова сутки напролет раздавать автографы, но не душа?..

И тогда старый друг кладет руку на плечо и говорит: 'А ты знаешь, я тут написал песню... сыграем?..'. И тогда любимая девушка подходит к тебе со слезами на глазах и произносит: 'Я... скучала'. Скучала именно по тому 'простому парню', который когда-то был. И наш Криси (но никак не Иззи) подстригает свой пышный хаер под Бон Джови, поет простые, но правильные песни в простом, но тихом клубе. Для души, а не для шоу.

Фильм с, казалось бы, простой, но нигде в подобного рода фильмах 'про ракенрол' не использующейся моралью: что бы ни случилось, оставайся самим собой.

8 из 10",8 из 10,8
27,38,"'Рок-звезда' — фильм Стивена Херека (режиссёра фильмов «Три мушкетёра» и «101 далматинец»), в основу сюжета которой положена реальная история вокалиста группы «Judas Priest» Тима «Ripper» Оуэнса. Фильм рассказывает о визжащей и рычащей рок-арене восьмидесятых и о цене славы.

'Я как и многие бредил группой 'Steel Dragon', заучивал каждую ноту, читал все интервью, копировал прикиды, движения...'

Днём Крис Коул (Марк Уолберг) занимается починкой копировальной техники. По ночам он подражает рок-группе 'Steel Dragon', самой крутой в мире тяжёлого рока. Неожиданно ему представилась удивительная возможность: стать новым вокалистом настоящего 'Steel Dragon'! В одночасье он, никому не известный парнишка из маленького городка, становится супер-звездой. Какова цена славы?

Крис, хотя в группе его называют Изи, заболел так называемой звездной болезнью, хотя сам этого не осознает. Постоянные выпивки, концерты, бешенные фанатки, готовые на все, гастроли... Он погружаются в мир безумства, которое трудно себе представить. От него уезжает его любимая девушка Эмили (Дженнифер Энистон), так как она, в отличии от Криса, трезво мыслит и понимает, что так больше продолжаться не может. К сожалению, Крис пока этого не осознает. 

'Слава - это маска, которая разъедает лицо'. К этому фильму фраза как раз подходит. Ему твердили, что надо жить своей жизнью, а не жизнью солиста популярной группы, он не слушал. К концу, к счастью, мы видим перемены в главном герое, которого играет Марк Уолберг. Актер замечательно сыграл рок-звезду. Я бы наверное разделила фильм на три части: сначала неизвестный певец и его подружка-менеджер, затем рок-звезда и сумасшедшие поклонницы, а далее, под конец, рок-звезда превращается в думающего интеллектуала, начинает осмысливать все. Марк прекрасен во всех частях. Лично мне он больше симпатизирует в первой части.

Подружку рок-звезды сыграла Дженнифер Энистон. Ее героиня вначале так же окунается в этот мир безумства, но 'трезвеет' от него быстрее, чем главный герой. Джен приятно удивила. Отлично сыграла и вначале отрывающуюся девушку (сцена в кафе-баре меня особенно удивила, не ожидала от нее), и уже 'повзрослевшую' и правильную. 

'Первое правило в этом бизнесе - иди туда, где есть талант, а весь талант, что в этой чертовой группе был, только что вышел.'

Тимоти Сполл, играющий Мэтса, менеджера 'Steel Dragon', хоть и редко появляется в кадре, но оставляет о себе приятное впечатление после просмотра, хотя я все время вспоминала 'Гарри Поттера', глядя на него и все время казалось, что если Крис/Изи опять упадет со сцены, то тот достанет волшебную палочку и... Уж больно он мне в той роли запомнился.

Фильм, как я уже говорила, сделан по мотивам истории группы 'Judas Priest'. Члены Judas Priest остались сильно недовольны результатом. По их мнению история получилась излишне голливудская. Сначала 'Judas Priest' были сильно воодушевлены идеей стать героями кино, но потом группа всячески открещивалась от этого проекта. Могу сказать только одно: зря вы так! Хотя не факт, что с ними фильм получился бы таким же хорошим, каков он сейчас.

10 из 10",10 из 10,10
