index,text,text_rating,rating
125,"Я не буду описывать сюжет или великолепную игру актеров. Я просто хочу высказать свое удивление к режиссеру - Норе Эфрон.

Неужели снимая фильм нельзя было обойтись без плагиата? Простительно когда чуть чуть, но чтобы так нахально целиком сцену ни на секунду не изменив сценарий?

Удивлена.

Есть прекрасный красивейший фильм 1949 года - 'Старым добрым летом', с Джуди Гарлэнд и Ваном Джонсоном в главных ролях.

Чудесный фильм с добрым ироничным юмором.

Так вот сцена когда Джо Фокс и Кэтлин Келли должны были встретиться в кафе и Джо приходит туда с другом не просто похожа на фильм 'Старым добрым летом' она просто точная копия.

Цветок и книга, реплики друга и Джо Фокса..все. Целиком. Просто слизано.

И именно в этот момент как ценитель классики американского кино, мне стало немного обидно.

Так нечестно.

И после этого все удовольствие от фильма куда то улетучилось.

Моя оценка? 

5 из 10

Но если вам хочется простого кино для воскресного вечера тяжелой трудовой недели - то посмотрите фильм 'Вам письмо'.

Ради Мег Райан. И может еще и Тома Хенкса.",5 из 10,5
129,"Фильм нелепый, начиная с названия и дальше — в сюжет. Я посмотрела второй фильм без паузы после первого, и могу сказать, положа руку на американскую конституцию, что это небо и земля. 

При том, что оригинальная Блондинка достойна высшего балла, сиквел Блондинка в законе 2: Красное, белое и блондинка тянет максимум на половину. И то, в основном за то, как Риз Уизерспун и остальные актеры, которые перешли сюда из первой части, разыграли свои роли, выпутываясь из насквозь надуманных и фальшивых ситуаций.

Фильм невероятно заштампованный, нелепый и несуразный. Но тем, кто полюбил Риз в ее фирменной роли, видимо, его не миновать. Одно радует — если отключить критическое воприятие и пережить первую половину кино, во второй с происходящим можно смириться. 

Коротко: кино, снятое в расчете снять сливки с популярной темы. Халтура, в общем. 

5 из 10",5 из 10,5
132,"Буду краткой: фильм - далеко не самый интересный и интригующий детектив. Подозреваемый один, причём он скорее обвиняемый. 

Больше всего раздражала привычка Ларри паниковать. Понятно, что он - старичок, и что это было как элемент шутки, но как-то надоедает смотреть на постоянные приступы паники и волнения. Кэрол как героиня тоже не совсем приятная личность. В голове у неё мысли только о преступлении, про мужа она уже давно забыла. А на все его попытки образумить её, отвечала: 'Когда ты стал таким занудой?'. Второстепенные персонажи были лишними. Характеры не раскрыты. Так и не понятно осталось, что за девушка эта Марсия и был ли на самом деле Тед влюблён в Кэрол. Они, как персонажи, хоть и были весьма неглупыми, думаю, стоило в качестве героев оставить лишь семейную пару Лари и Кэрол. Максимум - добавить Теда. Но Марсия...? К чему старичкам эта молодая амбициозная писательница? 

Разгадка тайны (если это можно назвать тайной), как я уже говорила, вообще не впечатлила. Всё слишком просто и сложно одновременно. То есть по сути отгадать трудно, но это лишь потому, что звучит бредово. 

Длится фильм слишком много. И на пятидесятой минуте я боролась с собой, чтобы не выключать на середине. Благо, произошёл один весьма интересный момент, из-за чего картину досмотреть всё-таки захотелось. Хотя, всё-таки жалею об этом, ибо скучно. 

Исключительно за Вуди Аллена, который вновь покорил меня своим искромётным юмором и талантом:

5 из 10",5 из 10,5
137,"В 2003 году на большие экраны вышли сразу две ленты, поставленные по мотивам аттракционов парка развлечений дядюшки Уолта Диснея. Первый из представленных проектов известен всем и каждому. Конечно же это феноменально успешные «Пираты Карибского моря», ставшие самым настоящим культурным феноменом и наконец-то возвели Джонни Деппа в ранг кассовых голливудских актеров. Вторым же фильмом оказался «Особняк с привидениями», в наших краях также известный, как «Дом с приколами». Повествование здесь основывается на своеобразной детской комнате с кошмарами, которая вот уже не один десяток лет привлекает целые толпы посетителей «Диснейленда». Однако, как и в случае с «Пиратами Карибского моря», на одном аттракционе картину поставить довольно-таки непросто, а потому его сюжет дополняется массой придуманных деталей. В том числе кардинально перерабатывается сам костяк сюжетной линии, а в центре всей истории оказываются совершенно новые, оригинальные герои. Режиссерский пост «Особняка с привидениями» занял именитый постановщик Роб Минкофф, ранее уже сотрудничавший со студией Диснея над нетленным мультфильмом «Король Лев», который удостоился всевозможных наград и стал одним из самых прибыльных анимационных фильмов всех времен. Так что вовсе неудивительно, что продюсеры не побоялись отдать в руки Минкоффу бюджет в размере 90 миллионов долларов и отрядили его снимать рождественскую комедию ужасов, призванную покорить прокат и, возможно, стать основой для зарождающейся франшизы… 

Ничто не предвещала для легкой и беззаботной семейной ленты тяжелую судьбу, ведь все говорило о том, что перед нами находится потенциальный хит. Главную роль в проекте заполучил невероятно популярный в те годы американский комик Эдди Мерфи, чьи проекты конца 90-х, «Доктор Дуллитл», «Чокнутый профессор» и «Боуфингер», покорили сердца критиков и зрителей по всему миру, попутно принеся в копилку их создателей сумму с шестью и более нулями. Так что ничуть не удивительно, что крупные студии боролись за право участие в их проектах Мерфи, а сам он особо не вчитывался в сценарии, а первым делом обращал внимание на сумму гонорара, из-за чего его порой ожидали досадные творческие провалы. Но все же кто мог подумать, что «Особняк с привидениями» окажется тем проектом, который еле-еле окупится в прокате, а на репутации самого Мерфи окажется темное пятно, с каждым последующим годом расползающееся все шире и шире… Но делать нечего – лента Роба Минкофа оказалась неподдельным разочарованием, о котором хочется позабыть. Только вот все равно не получится, ведь картину из года в год транслируют по отечественным каналам и поневоле хоть раз, но соприкоснешься с ее сюжетом, который вызывает бурю негодования из-за столь беспощадно загубленного потенциала.

Что же касается самого повествования, то оно знакомит нас с бойким торговцем недвижимостью Джимом Эверсом (Мерфи), который работает вместе со своей очаровательной супругой Сарой (Марша Томасон). Герой не щадит ни себя, ни своих близких и практически все свободное время отдает на откуп своим клиентам, дабы его семья не испытывала недостатка средств. И пусть Эверсов очень сложно причислить к беднякам, для Джима его работа стала самой настоящей манией, и он априори неспособен спокойно пройти мимо человека, который собирается продать свой дом. Вполне естественно что в один прекрасный день Саре надоела такая жизнь и она требует от благоверного на два дня оставить бизнес и отправится всей семьей, которая между прочим включает также и двойку детей, на озеро, чтобы как следует расслабиться и пообщаться без помощи мобильных телефонов. Однако, как и стоило ожидать, в самый последний момент к Эверсам обращается важный клиент, готовый в скором времени продать свой величественный многомиллионный особняк. Решив заглянуть к хозяину поместья всего на час, герои оказываются запертыми там на целую ночь, которая навсегда изменит их мировоззрение, ведь Эверсам придется столкнуться с целой армией призраков и разрушить древнее проклятие, не дающие несчастным душам навсегда покинуть нашу бренную землю.

Сама идея картины безусловно интригует. «Особняк с привидениями» представляет из себя классический фильм ужасов, который рассказан языком семейной комедии. При грамотном подходе к делу картина Роба Минкофа могла б стать действительно интересным, остроумным зрелищем, способным заинтересовать зрителей даже за пределами младшей возрастной категории. Но создатели ленты решили пойти по пути наименьшего сопротивления и насытили кадр зашкаливающим количеством компьютерной графики, напрочь забывая о том, что в любом фильме на первой место стоит ставить сюжет, а не визуальную красоту. Спору нет, с технической точки зрения «Особняк с привидениями» даже сейчас смотрится на уровне и даже вызывает восхищение определенными сценами. В особенности здесь радует замечательный отрезок с приключениями главного героя на старинном заброшенном кладбище, где ночью выбираются из своих могил призраки и устраивают гуляния до самого утра. Сие зрелище воистину прелестно и если бы вся картина в целом была бы столь яркой и забористой, то «Особняк с привидениями» можно бы было смело причислить к классике семейного развлекательного кино.

Главная интрига повествования попросту не существует, но и подобное упущение можно смело простить, так как картина вовсе не собирается быть серьезным хоррором. Вся история сводится к тому, что призрак безвременно погибшего хозяина дома должен наконец-то отыскать свою любовь и узнать, кто же предал его в далеком прошлом и обрек на вековые мучения. Думаю, что любой знающий старые добрые английские детективные истории зритель без труда поймет, кто же виноват в мучениях призрачного героя. Выбор, конечно, не велик – или мертвенно бледный дворецкий, или парочка смирных слуг. Так что основная ставка в проекте должна была быть сделана на уморительные комедийные зарисовки и отличную актерскую игру прославленного актерского состава, в котором помимо Эдди Мерфи присутствуют Теренс Стэмп, Дженнифер Тилли и Натаниэль Паркер. Однако то, что должно было бы стать сильнейшей стороной ленты, стало ее ахиллесовой пятой. Большинство шуток неспособны рассмешить даже ребенка в виду того, что они абсолютно бесхитростны и морально устаревшие. Старания Эдди Мерфи и компании тоже вызывают далеко не самые приятные эмоции. Звездный комик беспощадно переигрывает и в своей работе использует свои же устоявшиеся приемы и ужимки, которые мы видели уже не раз. Его же коллеги наоборот не доигрывают и складывается впечатление, что они просто-напросто отбывают номер в ожидании первой лучшей возможности обналичить свой чек с гонораром.

В итоге хочу сказать, что «Особняк с привидениями» относится к низшей категории семейных фильмов. И о нем моментально забыли бы, если бы не именитый актерский состав и внушительный бюджет, отданный на откуп мастерам по спецэффектам. Думаю, что наилучшим образом это кино подойдет исключительно для детей 10-13 лет, которым нечего делать и они не прочь посмотреть на экране за вереницей красивых картинок.

5 из 10",5 из 10,5
143,"Один раз смотрел и то давным-давно – хорошие почему-то остались воспоминания. Решил проверить, как оно на самом деле. Расстроился…

Неплохой ведь, в сущности, сценарий (всё оригинальнее, чем бесконечные небоскребы и самолеты/поезда), и так беспомощно снято… Жаль. Особенно операторская работа не понравилась: темно, расплывчато – не картинка, а кошмар. Еще и монтаж ни к черту – нарезка какая-то, а не единое действо. В общем, безобразное зрелище с точки зрения именно визуального восприятия. Если даже главная героиня – и та лишь серое бесформенное существо – о чем мы говорим вообще? А еще туда же, романтическая линия (пусть и в зачаточном состоянии)! Где предпосылки?!

Однозначно, сюжет тоже не мешало бы малость подкорректировать. Эти трехсекундные представления будущих «участников процесса» – к чему они вообще? Ну и познакомились бы на месте, постфактум, так сказать. Ничего бы, уверен, не потеряли. Тем более что некоторые так и вовсе не задержались на этом свете.

А если планировалось как-то оживить всё это дело: обрывки предысторий, личные проблемы (погибшие дети, неудачи на работе, сложности в семье), то, сдается мне, только хуже сделали. Когда Джон МакКлейн спасал заложников, никому не было интересно, кого именно он спасает. Вот абсолютно! Потому что он звезда. А тут… 

В общем, я за собаку болел больше всего. Пусть даже порода «никакая» – всё равно. Ну, и за героя С. Сталлоне, разумеется. Даже на какое-то время показалось (тут еще смутные воспоминания эти в довесок, к тому же), что дело может добром и не кончиться. 

А, с другой стороны, вот просто интересно: что теперь с этим тоннелем будет? Особенно с учетом последнего «сэйва». Всё таки артерия ведь, если верить мэру – не шутка.

Короче говоря, я склоняюсь к мысли, что загубили коновалы не самый последний сюжет. Можно было из него что-то поинтереснее выжать. Даже с теми же самыми актерами если. Хотя кастинг явно не блестящий.

Учитывая сказанное, думаю, справедливо будут выглядеть 

6 из 10",6 из 10,6
155,"Я хотел найти интересный фильм в жанре триллер/детектив/ужасы и наткнулся на это. После просмотра я был шокирован тем, что у фильма столь высокая оценка и нет ни одного отрицательного отзыва. Я даже специально зарегистрировался на сайте, чтобы написать эту рецензию.

Итак, начнём с плюсов: неплохой актёрский состав, хорошая игра, настоящие львы, замечательно передана атмосфера Африки (особенно понравились ночные сцены), операторская работа на уровне. Казалось бы, всё неплохо и фильм действительно достойный, так чего же не хватает? Ах, да. Сюжета. Именно его здесь очень сильно не хватает. Весь фильм строится на том, что толпа взрослых мужиков, среди которых есть опытные африканские воины (убийцы и мастера своего дела),  британский полковник,  а также чуть ли не лучший в мире охотник со своим отрядом не могут справится с несколькими  львами. К сожалению, я не могу рассказывать все детали 'сюжета', так как это уже будет спойлером, но поверьте мне, спойлерить тут особо нечего. Я люблю долгие и неторопливые фильмы, но в них должно происходить что-то интересное. А здесь зритель вынужден наблюдать на то, как вооружённые ребята просто не могут попасть в стоячего льва. И так весь фильм. И это нельзя оправдать тем, что фильм основан на реальных событиях. Можно найти много реальных событий для съёмок различных фильмов, но здесь всё слишком тривиально и неинтересно.

Я могу смириться с завышенными оценками старых фильмов (60х и более ранних годов), но тут я просто не понимаю, как этот фильм получил 7.5 и ни одного отрицательного отзыва (до этого). Неужели только за визуальную картину (игру актёров, работу оператора), закрывая глаза на почти полное отсутствие сюжета, можно дать фильму высокую оценку?

Мне сложно выразить в цифрах моё общее впечатление об этой картине. Если говорить о сюжете, то это 1/10. Если обо всём остальном, то, пожалуй, 

7 из 10",7 из 10,7
156,"Канувшая в Лету британская кинокомпания 'Юнайтед Артистс' в 1956-м году произвела на свет, как бы это выразиться поделикатнее, свой далеко не самый худший, но и не самый лучший фильм, название которого правильно и дословно переводится как 'Битва у реки Ла-Плата' (битва произошла в районе дельты реки и одноимённого залива на границе Уругвая и  Аргентины, естественно, в море, точнее, в южной части Атлантического океана,- с географией закончили?).

Жанр картины можно определить как 'военно-морские исторические приключения', но не более того. Это просто игровая экранизация-реконструкция одного значимого события, вроде модного ныне направления 'игровой документалистики'. Драматургии как таковой здесь нет (присутствуют лишь отдельные, не связанные воедино 'драматические' моменты), актёров, как и их игры- тоже; действуют статисты со своими речёвками, не говоря уже о том, что в фильме нет ни одного (!!!) крупного плана действующего лица, только средние и дальние, из-за чего почти все персонажи трудноразличимы. Добавим сюда действительно послевоенные суда, отсутствие реальности боя (дымы, шумы и крики, что кто-то в кого-то попал) и 'огнедышащие' орудия, выбрасывающие из своих жерл килограммы пиротехнических смесей, чего, естественно, быть не могло... Так что до определения 'художественный' этому фильму очень далеко. Потому и надо рассматривать его всего лишь как постановочную иллюстрацию исторического эпизода Второй мировой войны. Да и вряд ли эту, с позволения сказать, 'битву' стоит отнести к явным победам британского флота и гордиться ею. Просто большого германского 'медведя' травила стая британских 'собак',. Он от них отбился, но когда его обложили со всех сторон, предпочёл умереть с честью (хотя в похожей ситуации русский крейсер 'Варяг' вышел на неравный бой с японцами и погиб в нём с честью, думается, гораздо большей, чем у 'Адмирала графа Шпее'). Впрочем, у этих западноевропейцев какие-то свои понятия о воинской чести, и Бог им судья... 

6 из 10",6 из 10,6
158,"Признаюсь, этот фильм меня напугал. Страшнее я ничего ещё не видела.

Полин мне сразу не понравилась. Тучная девочка с тяжёлым взглядом не внушила симпатии. Джулиет, которую сыграла моя любимая Кейт Уинслет, стала единственным светлым пятнышком. Лёгкая, весёлая, настоящая юная девушка.

Начиналось всё красиво. Заманчивые пейзажи, яркое солнце, счастливые люди... Но потом пошла сплошная фантасмагория, не менее пугающая, чем сам кошмарный финал.

Я не понимаю, зачем был снят этот фильм и какую смысловую нагрузку он несёт. Никакие тонкие душевные организации и великие чувства не оправдывают подобное злодеяние.

Конечно, я не могу согласиться с тем, что доктор Генри Хольм был прав, когда осматривая Полин, выплюнул слово 'гомосексуализм', будто мерзкую жабу. Конечно, родители Джулиет были жестоки с ней, постоянно бросая её и заставляя от этого болеть. Конечно, родственники девушек не были правы, что не разрешали им видеться и тем самым лишь сублимировали эту проблему. Вполне возможно, что если бы их любовь не встретила бы столько препон, то потихоньку сошла бы на нет, не подпитываемая больше ничем. Но разве всё это дало им право совершить подобное?

Времена, показанные в этой картине, отличаются от наших повсеместным патриархальным консерватизмом. Тогда такое почиталось, как минимум, за болезнь.

Поэтому девушкам и пришлось уйти в свой сказочный, рыцарский, фантасмагоричный мир. Но что мешало им там и оставаться? Может быть, просто незачем было настолько явно демонстрировать свою симпатию друг к другу? Знали ведь, чем это может закончиться.

Финал просто разорвал мою душу и заставил чуть ли не кричать. Ужас, шок, негодование. Это злодеяние противоречит всем законам природы. Это нельзя показывать. Нельзя и всё.

Это кино не может ничему научить. Оправдать случившееся невозможно. Поэтому только

6 из 10, благодаря Кейт Уинслет.",6 из 10,6
160,"Бесспорно, творчество Дэвида Линча рассчитано на определенную аудиторию. Среди нее можно выделить три категории зрителей:

-  те, которые действительно понимают или, по крайней мере, пытаются понять смысл его фильмов и откровенно высказывают свое мнение и иногда непонимание.

- те, которые наслышаны о Дэвиде Линче, как о режиссере, снимающем высоко психологическое кино и не понимая его истинного смысла, восхваляют его, используя банальные, услышанные где-то, когда-то, кем-то фразы.

- те, которые не понимают восхищения творчеством Линча и не находят в нем ничего выдающегося.

Мысли зрителя второй категории после просмотра данного фильма: «… слабенький, нудный, затянутый линчевский фильм… ничего особенного…Стоп! Это же Линч! Тогда… Гениально, превосходно и т. д… мой любимый фильм»

Ранее посмотрев, на мой взгляд, немало фильмов Линча, я относил себя к первой категории, но после «Синего бархата»,  невольно стал членом третей. 

Фильм особого впечатления не произвел, никакого психологического триллера я там не нашел. Так же отрицательный вклад  внесли извращенные сцены психически неуравновешенного Фрэнка Бута.

Вспомните «Малхолланд драйв», «Твин Пикс», «Шоссе в никуда», разве «Синий бархат» может сравниться с ними? Общие только  режиссер и его приемы. Не дотянул Линч до очередного фирменного шедевра. 

Порадовала только игра Денниса Хоппера, который превосходно справился с непростой ролью психа Бута.

Несколько плюсов я все-таки нашел: 2 бала за музыкальное сопровождение, за гениального Анджело Бадаламенти  и песню «Blue Velvet». 1 бал за игру Денниса Хоппера. Ну и 2 бала все-таки Дэвиду Линчу. 

Итого:

5 из 10",5 из 10,5
167,"Посмотрели этот фильм вместе с сестрой. Что сказать-эмоции просто переполняли. Хотя я не в восторге, далеко не в восторге. 

Фильм о двух 'особенных' подростках, не понятых обществом. О двух очень сложных и опасных девочках. Это еще больший трагизм, что ситуация, описанная в фильме, произошла на самом деле. 

Училась замкнутая девочка в школе - и тут, здрассте вам, появилась открытая новенькая, не похожая на нее - да и на большинство. Ну и подружились - закон притяжения противоположностей. И в то же время они были очень похожи. Обе были аутсайдерами. И выдумали себе свой особенный мир.

Полин - замкнутая в себе, угрюмая и жесткая. Джульет - более нежная, ранимая и красивая. Есть такое утверждение, что из двух друзей всегда один-раб другого. Конечно, в этой сладкой парочке лидером была Полин. 

Нам предложили восторгаться этой дружбой. Но есть одно 'но'. Конечно, можно было полагать, что до этого все дойдет. 'Дружба' - прямо до небес! 'Небесные создания'... не от мира сего. Конечно, дружить не возбраняется, но за такую 'дружбу' я не знаю, куда надо было засадить, да еще и отдельно. Чтобы 'с глаз долой, из сердца вон'. Дойти до того, чтобы купаться в одной ванне и, извиняюсь, спать вместе... Когда родители забили тревогу, было уже поздно. А я еще о героях другого фильма подумал. Каюсь, каюсь, каюсь. 

Вывод: это кино предназначено в основном для впечатлительных девочек, чтобы они охали и ахали и восхищались отношениями этих 'голубков'. 

Итог. Один балл - за хорошую игру актрис (они старались). Другой - за уважение к Кейт Уинслет. Третий - за уважение к Питеру Джексону. Четвертый - за красивые костюмы, действительно, красивые. Пятый - за красивые пейзажи Новой Зеландии. 

Фильм очень 'на любителя'.

5 из 10",5 из 10,5
177,"Школа, колледж, институт. Сколько воспоминаний навевают эти казалось бы простые слова? Это учебные заведения, которые должны были привить любовь юношей и девушек к знаниям и помочь выбрать жизненный путь. Во всяком случае, изначально цель была именно таковой. Но все мы знаем куда ведет дорожка, проложенная из благих намерении. И сейчас поход в любое учебное заведение воспринимается не как место где можно получить новые знания, поговорить с интересными и умными людьми, а так же получить добрый совет или мудрое наставление, а скорее как первую в жизни работу. Учителя преподают знания согласно программе не пытаясь импровизировать и в итоге их монотонная речь вгоняет учеников в кому. Вместо того чтобы объяснить что такое хорошо, а что такое плохо преподаватели лишь цинично улыбнуться и пройдут мимо школьников/студентов что избивают друг друга до потери пульса. Нет, конечно же, порой попадаются учителя, что пытаются что-то изменить или заинтересовать своих учеников, но то исключение лишь подтверждающее правило. Что же спасет современную систему образования? Если вы спросите меня, то я отвечу просто – шокотерапия. Но то я, а у героя нашего сегодняшнего героя свой подход. Неправильный конечно, но что ж поделать. Так или иначе это – «Учителя».

Алекс Джюрел обычный школьный учитель с достаточно необычными взглядами на жизнь. Когда он только пришел в школу, то надеялся изменить мир и помочь своим ученикам найти свое место под солнцем. В общем, наивный идеалист, которыми в свое время были многие, а то и все, учителя. Но как порой и бывает с такими людьми - они очень быстро перегорают и становятся циничными, жестокими, а порой и попросту безразличными. Вот только Алекс «не перегорел». Да, он не верит в современную систему образования, он стыдиться своей работы и презирает своих коллег по цеху, но при этом на своих уроках он играет с учениками в «угадайку», учит как починить мотоцикл с помощью лома и какой-то матери и вообще занимается чем угодно, но только не уроками. Под чем угодно я подразумеваю, то что интересно самому Алексу. А учитывая то что увлечения нашего героя никак не связаны с его профессиональной деятельностью, то подобное интересно и его ученикам. Так же Алекса попросили заменить школьного психолога и присмотреть за учеником старших классов, который с трудом читает даже по слогам, у которого развелись родители, чем безусловно нанесли юноше психологическую травму и который в свободное время занимается угоном автомобилей. Нда, худшей кандидатуры на роль няни чем герой Ника Нолти придумать, пожалуй, сложно. Ведь Алекс вместо того, чтобы помочь подростку справиться с его проблемами и попытаться стать другом юноши берет мальчонку, извините за мой французский, на слабо. Дескать я не расскажу твои тайны директору школы, а ты за это научишься читать. Как молодой человек научиться читать, не имея учителя под боком, нашего героя не волнует. Алекс даже не поинтересовался, а не страдает ли его ученик дислексией. Почему? А потому что нашего героя в этот момент заботила мысль как бы залезть под юбку к своей бывшей ученице. Да, все верно, господа и дамы, это – Алекс Джюрел и он главный герой этого фильма! *шепчет* Спаси и сохрани...

Но помимо столь колоритного героя в этом фильме так же присутствует главное, в нем есть – сюжет! *автор сих строк возводит очи долу и начинает сетовать на судьбу* И заключается он в том, что молодой человек подал в суд на школу за то что учителя не смогли научить последнего ни читать ни писать. То что молодой человек не посещал занятия никого не волнует, вообще никого. Хотя что тут удивительно если учесть тот факт, что школьным психологом является сумасшедшая, что носит на работу огнестрельное оружие, не иначе собралась стрелять по нерадивым ученикам. Одним из учителей является пациент сумасшедшего дома у которого судя по всему никто не удосужился попросить документы, когда брал на работу. Так же тут есть учитель по физкультуре, который обожает зажимать девочек в темном углу. Интересно, и почему что не фильм о школе то физрук обязательно будет извращенцем? Может это какая патология? Ах, как хорошо, что моим учителем по физкультуре была женщина... хотя вспоминая то как она на меня смотрела я в этом уже не так уверен. Но я отвлекся. Так вот юный разгильдяй обвиняет школу в том, что он эту школу не посещал и требует моральную компенсацию, школьный совет естественно упирается рогом и ни в какую не желает признавать своей вины и вот тут то на сцене и появляется Алекс Джюрел, который не пойми что от жизни хочет и хочет ли вообще. Ой, что будет...

Но отбросим иронию и поговорим серьезно. Как я уже сказал выше - проблема школьного образования существует, и она весьма существенна, что собственно и попытался показать режиссер данной картины, но именно что попытался, так как происходящее можно описать одним лишь словом – фарс. Зрителя не показали того разгильдяя, который подал в суд на школу, а просто попытались убедить, что учителя плохие. И да, я верю, что учителей данной школы надо сопроводить в отделение для душевнобольных, но ученики то не лучше! Школьницы, что готовы отдаться первому встречному учителю и потом рвущие на себе волосы из-за беременности. Школьники, что друг в дружку тыкают ножами, стреляют из пистолетов и торгуют наркотиками. И что характерно так поступают все, абсолютно все. В этом фильме нет ни одного мало-мальски положительного персонажа. Все какие-то моральные уроды. Но самое плохое в этой ситуации то что происходящее не вызывает никаких чувств, вообще никаких. И не вызывает оно их потому что в происходящее попросту не веришь. Посему мой вам совет, если хотите увидеть хороший фильм, посвященный проблемам учителей и учеников, то обратите внимание на «Крутого учителя Онидзуку», «Класс 1984» или «Учителя на замену», а этот фильм не стоит потраченного на него времени.

5 из 10",5 из 10,5
